TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,DT,C2,PRD_SE,C1,C1_NM,C2_NM
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,4337568.225,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001001,합계,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,838821,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001002,서울,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,259469,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001003,부산,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,136477,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001004,대구,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,270802,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001005,인천,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,85035,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001006,광주,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,104147,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001007,대전,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,122733,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001008,울산,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,13505.78,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.00100801,세종,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,1138640.885,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001009,경기,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,150333,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001010,강원,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,136353.1,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001011,충북,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,194864.75,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001012,충남,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,149453,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001013,전북,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,106922,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001014,전남,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,171634,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001015,경북,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,388303.71,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001016,경남,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2012,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,70074,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001017,제주,처리량
